 VARIABLES="X" "Y" "Z" "abs(eta) (m)" "angle(phi) (rad)" "PRE1" "PRE2"
ZONE N=    220 , E =     209 , F=FEPOINT,ET=QUADRILATERAL
  0.1000000E+02  0.0000000E+00 -0.0000000E+00  0.7588301E+00  0.1670468E+01 -0.7550897E-01  0.7550640E+00
  0.8412530E+01  0.5406410E+01 -0.0000000E+00  0.6383685E+00  0.1670467E+01 -0.6352127E-01  0.6352003E+00
  0.4154150E+01  0.9096320E+01 -0.0000000E+00  0.3152293E+00  0.1670468E+01 -0.3136745E-01  0.3136647E+00
 -0.1423150E+01  0.9898210E+01 -0.0000000E+00  0.1079930E+00 -0.1471126E+01  0.1074585E-01 -0.1074570E+00
 -0.6548610E+01  0.7557490E+01 -0.0000000E+00  0.4969282E+00 -0.1471125E+01  0.4944728E-01 -0.4944620E+00
 -0.9594930E+01  0.2817320E+01 -0.0000000E+00  0.7280919E+00 -0.1471125E+01  0.7244987E-01 -0.7244783E+00
 -0.9594930E+01 -0.2817330E+01 -0.0000000E+00  0.7280915E+00 -0.1471124E+01  0.7245063E-01 -0.7244779E+00
 -0.6548610E+01 -0.7557500E+01 -0.0000000E+00  0.4969278E+00 -0.1471123E+01  0.4944862E-01 -0.4944614E+00
 -0.1423150E+01 -0.9898220E+01 -0.0000000E+00  0.1079927E+00 -0.1471123E+01  0.1074624E-01 -0.1074567E+00
  0.4154150E+01 -0.9096320E+01 -0.0000000E+00  0.3152292E+00  0.1670468E+01 -0.3136747E-01  0.3136647E+00
  0.8412540E+01 -0.5406400E+01 -0.0000000E+00  0.6383689E+00  0.1670468E+01 -0.6352215E-01  0.6352006E+00
  0.1000000E+02  0.0000000E+00 -0.6831050E-01  0.7380143E+00  0.1670436E+01 -0.7341389E-01  0.7343538E+00
  0.8412530E+01  0.5406410E+01 -0.6831050E-01  0.6208569E+00  0.1670435E+01 -0.6175894E-01  0.6177776E+00
  0.4154150E+01  0.9096320E+01 -0.6831050E-01  0.3065819E+00  0.1670436E+01 -0.3049731E-01  0.3050612E+00
 -0.1423150E+01  0.9898210E+01 -0.6831050E-01  0.1050305E+00 -0.1471160E+01  0.1044759E-01 -0.1045096E+00
 -0.6548610E+01  0.7557490E+01 -0.6831050E-01  0.4832969E+00 -0.1471158E+01  0.4807541E-01 -0.4808998E+00
 -0.9594930E+01  0.2817320E+01 -0.6831050E-01  0.7081195E+00 -0.1471157E+01  0.7043965E-01 -0.7046072E+00
 -0.9594930E+01 -0.2817330E+01 -0.6831050E-01  0.7081192E+00 -0.1471156E+01  0.7044040E-01 -0.7046069E+00
 -0.6548610E+01 -0.7557500E+01 -0.6831050E-01  0.4832961E+00 -0.1471155E+01  0.4807671E-01 -0.4808989E+00
 -0.1423150E+01 -0.9898220E+01 -0.6831050E-01  0.1050303E+00 -0.1471155E+01  0.1044809E-01 -0.1045094E+00
  0.4154150E+01 -0.9096320E+01 -0.6831050E-01  0.3065819E+00  0.1670436E+01 -0.3049730E-01  0.3050612E+00
  0.8412540E+01 -0.5406400E+01 -0.6831050E-01  0.6208574E+00  0.1670436E+01 -0.6175981E-01  0.6177780E+00
  0.1000000E+02  0.0000000E+00 -0.2727740E+00  0.6786361E+00  0.1670479E+01 -0.6753634E-01  0.6752672E+00
  0.8412530E+01  0.5406410E+01 -0.2727740E+00  0.5709055E+00  0.1670478E+01 -0.5681435E-01  0.5680715E+00
  0.4154150E+01  0.9096320E+01 -0.2727740E+00  0.2819156E+00  0.1670479E+01 -0.2805560E-01  0.2805161E+00
 -0.1423150E+01  0.9898210E+01 -0.2727740E+00  0.9658021E-01 -0.1471116E+01  0.9611237E-02 -0.9610079E-01
 -0.6548610E+01  0.7557490E+01 -0.2727740E+00  0.4444126E+00 -0.1471115E+01  0.4422632E-01 -0.4422065E+00
 -0.9594930E+01  0.2817320E+01 -0.2727740E+00  0.6511472E+00 -0.1471114E+01  0.6480028E-01 -0.6479148E+00
 -0.9594930E+01 -0.2817330E+01 -0.2727740E+00  0.6511468E+00 -0.1471113E+01  0.6480080E-01 -0.6479144E+00
 -0.6548610E+01 -0.7557500E+01 -0.2727740E+00  0.4444124E+00 -0.1471112E+01  0.4422757E-01 -0.4422061E+00
 -0.1423150E+01 -0.9898220E+01 -0.2727740E+00  0.9658009E-01 -0.1471112E+01  0.9611546E-02 -0.9610064E-01
  0.4154150E+01 -0.9096320E+01 -0.2727740E+00  0.2819157E+00  0.1670479E+01 -0.2805561E-01  0.2805162E+00
  0.8412540E+01 -0.5406400E+01 -0.2727740E+00  0.5709057E+00  0.1670479E+01 -0.5681515E-01  0.5680717E+00
  0.1000000E+02  0.0000000E+00 -0.6119940E+00  0.5893698E+00  0.1670763E+01 -0.5881939E-01  0.5864274E+00
  0.8412530E+01  0.5406410E+01 -0.6119940E+00  0.4958094E+00  0.1670762E+01 -0.4948129E-01  0.4933341E+00
  0.4154150E+01  0.9096320E+01 -0.6119940E+00  0.2448330E+00  0.1670763E+01 -0.2443449E-01  0.2436107E+00
 -0.1423150E+01  0.9898210E+01 -0.6119940E+00  0.8387617E-01 -0.1470832E+01  0.8370667E-02 -0.8345744E-01
 -0.6548610E+01  0.7557490E+01 -0.6119940E+00  0.3859554E+00 -0.1470831E+01  0.3851812E-01 -0.3840285E+00
 -0.9594930E+01  0.2817320E+01 -0.6119940E+00  0.5654963E+00 -0.1470830E+01  0.5643650E-01 -0.5626731E+00
 -0.9594930E+01 -0.2817330E+01 -0.6119940E+00  0.5654961E+00 -0.1470829E+01  0.5643705E-01 -0.5626728E+00
