 VARIABLES="X" "Y" "Z" "abs(eta) (m)" "angle(phi) (rad)" "PRE1" "PRE2"
ZONE N=    220 , E =     209 , F=FEPOINT,ET=QUADRILATERAL
  0.1000000E+02  0.0000000E+00 -0.0000000E+00  0.3549488E-01 -0.1537803E+01  0.1170865E-02 -0.3547556E-01
  0.8412530E+01  0.5406410E+01 -0.0000000E+00  0.3549490E-01 -0.1537805E+01  0.1170814E-02 -0.3547558E-01
  0.4154150E+01  0.9096320E+01 -0.0000000E+00  0.3549488E-01 -0.1537804E+01  0.1170838E-02 -0.3547556E-01
 -0.1423150E+01  0.9898210E+01 -0.0000000E+00  0.3549480E-01 -0.1537804E+01  0.1170851E-02 -0.3547548E-01
 -0.6548610E+01  0.7557490E+01 -0.0000000E+00  0.3549497E-01 -0.1537804E+01  0.1170845E-02 -0.3547566E-01
 -0.9594930E+01  0.2817320E+01 -0.0000000E+00  0.3549502E-01 -0.1537805E+01  0.1170831E-02 -0.3547570E-01
 -0.9594930E+01 -0.2817330E+01 -0.0000000E+00  0.3549501E-01 -0.1537804E+01  0.1170845E-02 -0.3547569E-01
 -0.6548610E+01 -0.7557500E+01 -0.0000000E+00  0.3549492E-01 -0.1537804E+01  0.1170862E-02 -0.3547560E-01
 -0.1423150E+01 -0.9898220E+01 -0.0000000E+00  0.3549493E-01 -0.1537803E+01  0.1170873E-02 -0.3547561E-01
  0.4154150E+01 -0.9096320E+01 -0.0000000E+00  0.3549488E-01 -0.1537804E+01  0.1170833E-02 -0.3547557E-01
  0.8412540E+01 -0.5406400E+01 -0.0000000E+00  0.3549490E-01 -0.1537804E+01  0.1170852E-02 -0.3547559E-01
  0.1000000E+02  0.0000000E+00 -0.6831050E-01  0.3452161E-01 -0.1537053E+01  0.1164651E-02 -0.3450196E-01
  0.8412530E+01  0.5406410E+01 -0.6831050E-01  0.3452169E-01 -0.1537052E+01  0.1164697E-02 -0.3450204E-01
  0.4154150E+01  0.9096320E+01 -0.6831050E-01  0.3452162E-01 -0.1537052E+01  0.1164694E-02 -0.3450197E-01
 -0.1423150E+01  0.9898210E+01 -0.6831050E-01  0.3452175E-01 -0.1537052E+01  0.1164679E-02 -0.3450210E-01
 -0.6548610E+01  0.7557490E+01 -0.6831050E-01  0.3452164E-01 -0.1537052E+01  0.1164689E-02 -0.3450198E-01
 -0.9594930E+01  0.2817320E+01 -0.6831050E-01  0.3452171E-01 -0.1537052E+01  0.1164693E-02 -0.3450205E-01
 -0.9594930E+01 -0.2817330E+01 -0.6831050E-01  0.3452166E-01 -0.1537052E+01  0.1164690E-02 -0.3450201E-01
 -0.6548610E+01 -0.7557500E+01 -0.6831050E-01  0.3452159E-01 -0.1537051E+01  0.1164711E-02 -0.3450194E-01
 -0.1423150E+01 -0.9898220E+01 -0.6831050E-01  0.3452164E-01 -0.1537051E+01  0.1164724E-02 -0.3450199E-01
  0.4154150E+01 -0.9096320E+01 -0.6831050E-01  0.3452162E-01 -0.1537052E+01  0.1164694E-02 -0.3450197E-01
  0.8412540E+01 -0.5406400E+01 -0.6831050E-01  0.3452158E-01 -0.1537052E+01  0.1164685E-02 -0.3450193E-01
  0.1000000E+02  0.0000000E+00 -0.2727740E+00  0.3159502E-01 -0.1534971E+01  0.1131669E-02 -0.3157475E-01
  0.8412530E+01  0.5406410E+01 -0.2727740E+00  0.3159504E-01 -0.1534971E+01  0.1131672E-02 -0.3157476E-01
  0.4154150E+01  0.9096320E+01 -0.2727740E+00  0.3159478E-01 -0.1534970E+01  0.1131680E-02 -0.3157451E-01
 -0.1423150E+01  0.9898210E+01 -0.2727740E+00  0.3159498E-01 -0.1534971E+01  0.1131661E-02 -0.3157470E-01
 -0.6548610E+01  0.7557490E+01 -0.2727740E+00  0.3159484E-01 -0.1534971E+01  0.1131654E-02 -0.3157457E-01
 -0.9594930E+01  0.2817320E+01 -0.2727740E+00  0.3159497E-01 -0.1534971E+01  0.1131652E-02 -0.3157470E-01
 -0.9594930E+01 -0.2817330E+01 -0.2727740E+00  0.3159494E-01 -0.1534971E+01  0.1131668E-02 -0.3157467E-01
 -0.6548610E+01 -0.7557500E+01 -0.2727740E+00  0.3159477E-01 -0.1534970E+01  0.1131677E-02 -0.3157450E-01
 -0.1423150E+01 -0.9898220E+01 -0.2727740E+00  0.3159482E-01 -0.1534970E+01  0.1131677E-02 -0.3157455E-01
  0.4154150E+01 -0.9096320E+01 -0.2727740E+00  0.3159477E-01 -0.1534970E+01  0.1131680E-02 -0.3157450E-01
  0.8412540E+01 -0.5406400E+01 -0.2727740E+00  0.3159491E-01 -0.1534971E+01  0.1131669E-02 -0.3157464E-01
  0.1000000E+02  0.0000000E+00 -0.6119940E+00  0.2680044E-01 -0.1530684E+01  0.1074741E-02 -0.2677889E-01
  0.8412530E+01  0.5406410E+01 -0.6119940E+00  0.2680040E-01 -0.1530685E+01  0.1074716E-02 -0.2677884E-01
  0.4154150E+01  0.9096320E+01 -0.6119940E+00  0.2680053E-01 -0.1530686E+01  0.1074695E-02 -0.2677897E-01
 -0.1423150E+01  0.9898210E+01 -0.6119940E+00  0.2680039E-01 -0.1530685E+01  0.1074708E-02 -0.2677884E-01
 -0.6548610E+01  0.7557490E+01 -0.6119940E+00  0.2680038E-01 -0.1530685E+01  0.1074722E-02 -0.2677882E-01
 -0.9594930E+01  0.2817320E+01 -0.6119940E+00  0.2680028E-01 -0.1530685E+01  0.1074713E-02 -0.2677872E-01
 -0.9594930E+01 -0.2817330E+01 -0.6119940E+00  0.2680037E-01 -0.1530685E+01  0.1074718E-02 -0.2677882E-01
 -0.6548610E+01 -0.7557500E+01 -0.6119940E+00  0.2680032E-01 -0.1530684E+01  0.1074731E-02 -0.2677877E-01
 -0.1423150E+01 -0.9898220E+01 -0.6119940E+00  0.2680051E-01 -0.1530685E+01  0.1074724E-02 -0.2677895E-01
  0.4154150E+01 -0.9096320E+01 -0.6119940E+00  0.2680052E-01 -0.1530686E+01  0.1074697E-02 -0.2677896E-01
  0.8412540E+01 -0.5406400E+01 -0.6119940E+00  0.2680037E-01 -0.1530686E+01  0.1074693E-02 -0.2677882E-01
  0.1000000E+02  0.0000000E+00 -0.1083660E+01  0.2026467E-01 -0.1523025E+01  0.9677074E-03 -0.2024155E-01
  0.8412530E+01  0.5406410E+01 -0.1083660E+01  0.2026457E-01 -0.1523027E+01  0.9676600E-03 -0.2024145E-01
  0.4154150E+01  0.9096320E+01 -0.1083660E+01  0.2026448E-01 -0.1523027E+01  0.9676606E-03 -0.2024137E-01
 -0.1423150E+01  0.9898210E+01 -0.1083660E+01  0.2026454E-01 -0.1523026E+01  0.9676758E-03 -0.2024142E-01
 -0.6548610E+01  0.7557490E+01 -0.1083660E+01  0.2026458E-01 -0.1523026E+01  0.9676773E-03 -0.2024146E-01
 -0.9594930E+01  0.2817320E+01 -0.1083660E+01  0.2026461E-01 -0.1523026E+01  0.9676740E-03 -0.2024150E-01
 -0.9594930E+01 -0.2817330E+01 -0.1083660E+01  0.2026458E-01 -0.1523026E+01  0.9676708E-03 -0.2024147E-01
 -0.6548610E+01 -0.7557500E+01 -0.1083660E+01  0.2026446E-01 -0.1523026E+01  0.9676795E-03 -0.2024135E-01
 -0.1423150E+01 -0.9898220E+01 -0.1083660E+01  0.2026459E-01 -0.1523026E+01  0.9676846E-03 -0.2024147E-01
