2 1
1 -12.500000 0.000000 0.000000
2 -12.500000 100.000000 0.000000
3 12.500000 0.000000 0.000000
4 12.500000 100.000000 0.000000
5 -15.000000 0.000000 -7.000000
6 -15.000000 100.000000 -7.000000
7 15.000000 0.000000 -7.000000
8 15.000000 100.000000 -7.000000
9 -15.000000 0.000000 -6.500000
10 -15.000000 100.000000 -6.500000
11 15.000000 0.000000 -6.500000
12 15.000000 100.000000 -6.500000
13 -12.500000 0.000000 -6.500000
14 -12.500000 100.000000 -6.500000
15 12.500000 0.000000 -6.500000
16 12.500000 100.000000 -6.500000
17 -12.500000 2.941176 0.000000
18 -12.500000 5.882353 0.000000
19 -12.500000 8.823529 0.000000
20 -12.500000 11.764706 0.000000
21 -12.500000 14.705882 0.000000
22 -12.500000 17.647059 0.000000
23 -12.500000 20.588235 0.000000
24 -12.500000 23.529412 0.000000
25 -12.500000 26.470588 0.000000
26 -12.500000 29.411765 0.000000
27 -12.500000 32.352941 0.000000
28 -12.500000 35.294118 0.000000
29 -12.500000 38.235294 0.000000
30 -12.500000 41.176471 0.000000
31 -12.500000 44.117647 0.000000
32 -12.500000 47.058824 0.000000
33 -12.500000 50.000000 0.000000
34 -12.500000 52.941176 0.000000
35 -12.500000 55.882353 0.000000
36 -12.500000 58.823529 0.000000
37 -12.500000 61.764706 0.000000
38 -12.500000 64.705882 0.000000
39 -12.500000 67.647059 0.000000
40 -12.500000 70.588235 0.000000
41 -12.500000 73.529412 0.000000
42 -12.500000 76.470588 0.000000
43 -12.500000 79.411765 0.000000
44 -12.500000 82.352941 0.000000
45 -12.500000 85.294118 0.000000
46 -12.500000 88.235294 0.000000
47 -12.500000 91.176471 0.000000
48 -12.500000 94.117647 0.000000
49 -12.500000 97.058824 0.000000
50 -9.722222 100.000000 0.000000
51 -6.944444 100.000000 0.000000
52 -4.166667 100.000000 0.000000
53 -1.388889 100.000000 0.000000
54 1.388889 100.000000 0.000000
55 4.166667 100.000000 0.000000
56 6.944444 100.000000 0.000000
57 9.722222 100.000000 0.000000
