
   474368.875      -1.26248026      0.120177738      -1.73188508       90418.7422      -2.76422524      0.171580717       1.98096621       1722996.25      -1.26035571       1.59788469E-03   1.68804455    
   753673.750       235014.859       1.77001953E-03   1.92260742E-03  -1.22070312E-04   5.98144531E-03   4.76074219E-03   1.20544434E-02   2526905.00       859309.562      -8.54492188E-04  -4.08935547E-03
  -7.62939453E-03   4.63867188E-03   753673.688       235014.750       7.93457031E-04   1.54113770E-03  -2526905.50      -859309.000      -2.44140625E-03  -1.34582520E-02   4.91333008E-03  -1.73797607E-02
   1.00936890E-02  -2.56347656E-03   3.22723389E-03  -7.47680664E-04   224172.609       18279.0801      -3.11279297E-02   8.02917480E-02   3.32031250E-02   6.10351562E-04  -1.71661377E-05   6.10351562E-05
   1.78222656E-02   6.34765625E-03  -2523393.75      -858175.250       0.00000000      -7.53784180E-03   11352122.0       3137839.50      0.117187500      -4.15039062E-03  -1.44042969E-02   4.72412109E-02
   2523393.75       858175.438       1.46484375E-02  -6.10351562E-04   2.92968750E-03  -2.95410156E-02   2.05078125E-02   7.32421875E-03   11352118.0       3137838.50      -4.39453125E-03   9.64355469E-03
   2.67028809E-05  -3.08318704E-10  -2.61878967E-03   8.42582740E-05   5.82076609E-11  -3.81987775E-11   7.76454806E-03  -1.58957927E-03   5.54870931E-05  -2.57568900E-09   8168.83691      -5.33320801E-03
   57185.5469       2.82648683       3.96397971E-02  -1.63782537       7416.43066      -2.75676584       7.01010320E-03 -0.376413852       300576.625       2.80882955       6.57368742E-04  -1.19028997    
   239079.375       364030.469      -5.30958176E-04   6.71386719E-04   3.29589844E-03  -4.88281250E-04   4.88281250E-03  -2.05268860E-02   371685.125       1900823.25      -7.01904297E-04   2.44140625E-04
   2.29072571E-03   1.89208984E-03   239079.344       364030.500       2.43377686E-03   8.77380371E-05  -371685.094      -1900823.25      -2.13623047E-04   9.26589966E-03  -1.16205215E-03  -1.49536133E-03
  -4.05120850E-03   1.33132935E-03   7.40909576E-03  -4.90188599E-04   236748.422      -10.5468550       7.22656250E-02  -6.69457763E-03  -6.83593750E-03   3.56411934E-03  -7.62939453E-06   9.53674316E-07
  -7.62939453E-04  -1.61132812E-02  -367620.375      -1900400.25       1.54418945E-02  -1.52587891E-04   2380821.75       9928937.00       2.00195312E-02   2.70690918E-02  -9.96398926E-03   1.40380859E-02
   367620.250       1900399.75      -1.86157227E-03  -7.32421875E-03   4.63867188E-02   2.38037109E-03  -1.09863281E-02  -6.83593750E-02   2380821.75       9928929.00      -7.32421875E-04   1.56250000E-02
   2.28881836E-05  -4.72937245E-10  -9.36985016E-04  -6.70263311E-03   1.45519152E-11  -1.47792889E-12   2.23740842E-03   3.83785926E-02   8.26858159E-05  -1.57797331E-09   8170.92676      -6.16060384E-03
